t,AF,S,fed,variant
77,0.9999999802266228,1.9773377494388665e-09,0,EAO+M1a
78,0.9999999802266228,1.9773377494388665e-09,0,EAO+M1a
79,0.9999999802266228,1.9773377494388665e-09,0,EAO+M1a
80,0.9999999802266228,1.9773377494388665e-09,0,EAO+M1a
81,0.9999999808975244,1.910247593204085e-09,0,EAO+M1a
82,0.9999999808975244,1.910247593204085e-09,0,EAO+M1a
83,0.9999999808975244,1.910247593204085e-09,0,EAO+M1a
84,0.9999999808975244,1.910247593204085e-09,0,EAO+M1a
85,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
86,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
87,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
88,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
89,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
90,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
91,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
92,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
93,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
94,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
95,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
96,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
97,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
98,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
99,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
100,0.999999980848363,1.9151637373367977e-09,0,EAO+M1a
101,0.9999999824092277,1.7590772610794038e-09,0,EAO+M1a
102,0.9999999824092277,1.7590772610794038e-09,0,EAO+M1a
103,0.9999999824092277,1.7590772610794038e-09,0,EAO+M1a
104,0.9999999824092277,1.7590772610794038e-09,0,EAO+M1a
105,0.9999999824092277,1.7590772610794038e-09,0,EAO+M1a
106,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
107,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
108,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
109,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
110,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
111,0.9999999821176065,1.78823937899589e-09,0,EAO+M1a
112,0.999999982040524,1.7959476393739682e-09,0,EAO+M1a
113,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
114,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
115,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
116,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
117,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
118,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
119,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
120,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
121,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
122,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
123,0.9999999817581444,1.8241855892290403e-09,0,EAO+M1a
124,0.9999999831873694,1.6812630857510329e-09,0,EAO+M1a
125,0.9999999831873694,1.6812630857510329e-09,0,EAO+M1a
126,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
127,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
128,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
129,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
130,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
131,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
132,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
133,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
134,0.9999999835233182,1.647668211219173e-09,0,EAO+M1a
135,0.9999999828802081,1.7119792246894297e-09,0,EAO+M1a
136,0.9999999828802081,1.7119792246894297e-09,0,EAO+M1a
137,0.9999999828802081,1.7119792246894297e-09,0,EAO+M1a
138,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
139,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
140,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
141,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
142,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
143,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
144,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
145,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
146,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
147,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
148,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
149,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
150,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
151,0.9999999835449089,1.645509133040375e-09,0,EAO+M1a
152,0.9999999849575975,1.5042402716624903e-09,0,EAO+M1a
153,0.9999999849575975,1.5042402716624903e-09,0,EAO+M1a
154,0.9999999849575975,1.5042402716624903e-09,0,EAO+M1a
155,0.9999999849575975,1.5042402716624903e-09,0,EAO+M1a
156,0.999999983780933,1.6219067272414744e-09,0,EAO+M1a
157,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
158,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
159,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
160,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
161,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
162,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
163,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
164,0.999999983675413,1.6324587294201252e-09,0,EAO+M1a
165,0.999999983558482,1.6441518258645352e-09,0,EAO+M1a
166,0.999999983558482,1.6441518258645352e-09,0,EAO+M1a
167,0.999999983558482,1.6441518258645352e-09,0,EAO+M1a
168,0.999999983558482,1.6441518258645352e-09,0,EAO+M1a
169,0.999999983555202,1.6444798211669313e-09,0,EAO+M1a
170,0.999999983555202,1.6444798211669313e-09,0,EAO+M1a
171,0.999999983555202,1.6444798211669313e-09,0,EAO+M1a
172,0.999999983555202,1.6444798211669313e-09,0,EAO+M1a
173,0.999999983555202,1.6444798211669313e-09,0,EAO+M1a
174,0.9999999831810379,1.6818962438770302e-09,0,EAO+M1a
175,0.9999999831810379,1.6818962438770302e-09,0,EAO+M1a
176,0.9999999831810379,1.6818962438770302e-09,0,EAO+M1a
177,0.9999999831810379,1.6818962438770302e-09,0,EAO+M1a
178,0.9999999831810379,1.6818962438770302e-09,0,EAO+M1a
179,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
180,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
181,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
182,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
183,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
184,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
185,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
186,0.9999999835902807,1.6409719529695558e-09,0,EAO+M1a
187,0.9999999839121184,1.6087881793008148e-09,0,EAO+M1a
188,0.9999999839121184,1.6087881793008148e-09,0,EAO+M1a
189,0.9999999839121184,1.6087881793008148e-09,0,EAO+M1a
190,0.9999999839121184,1.6087881793008148e-09,0,EAO+M1a
191,0.9999999850928025,1.4907197718101148e-09,0,EAO+M1a
192,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
193,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
194,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
195,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
196,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
197,0.9999999849766944,1.5023305851705673e-09,0,EAO+M1a
198,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
199,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
200,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
201,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
202,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
203,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
204,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
205,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
206,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
207,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
208,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
209,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
210,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
211,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
212,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
213,0.9999999854736856,1.4526314612141325e-09,0,EAO+M1a
214,0.9999999857270074,1.4272992744490768e-09,0,EAO+M1a
215,0.9999999857270074,1.4272992744490768e-09,0,EAO+M1a
216,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
217,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
218,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
219,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
220,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
221,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
222,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
223,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
224,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
225,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
226,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
227,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
228,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
229,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
230,0.9999999856472556,1.4352744693155531e-09,0,EAO+M1a
231,0.9999999851010496,1.48989506239357e-09,0,EAO+M1a
232,0.9999999851010496,1.48989506239357e-09,0,EAO+M1a
233,0.9999999851010496,1.48989506239357e-09,0,EAO+M1a
234,0.9999999851010496,1.48989506239357e-09,0,EAO+M1a
235,0.9999999851010496,1.48989506239357e-09,0,EAO+M1a
236,0.9999999859898352,1.4010164994855302e-09,0,EAO+M1a
237,0.9999999857736401,1.4226360037267284e-09,0,EAO+M1a
238,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
239,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
240,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
241,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
242,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
243,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
244,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
245,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
246,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
247,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
248,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
249,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
250,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
251,0.9999999860977021,1.3902298093691075e-09,0,EAO+M1a
252,0.9999999860667478,1.3933252451726967e-09,0,EAO+M1a
253,0.9999999860667478,1.3933252451726967e-09,0,EAO+M1a
254,0.9999999860667478,1.3933252451726967e-09,0,EAO+M1a
255,0.9999999860667478,1.3933252451726967e-09,0,EAO+M1a
256,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
257,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
258,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
259,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
260,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
261,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
262,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
263,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
264,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
265,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
266,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
267,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
268,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
269,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
270,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
271,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
272,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
273,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
274,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
275,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
276,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
277,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
278,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
279,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
280,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
281,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
282,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
283,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
284,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
285,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
286,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
287,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
288,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
289,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
290,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
291,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
292,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
293,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
294,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
295,0.9999999857397731,1.4260227107715536e-09,0,EAO+M1a
296,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
297,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
298,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
299,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
300,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
301,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
302,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
303,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
304,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
305,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
306,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
307,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
308,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
309,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
310,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
311,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
312,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
313,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
314,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
315,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
316,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
317,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
318,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
319,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
320,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
321,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
322,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
323,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
324,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
325,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
326,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
327,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
328,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
329,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
330,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
331,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
332,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
333,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
334,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
335,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
336,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
337,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
338,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
339,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
340,0.9999999861086203,1.389137988906178e-09,0,EAO+M1a
341,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
342,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
343,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
344,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
345,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
346,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
347,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
348,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
349,0.9999999866410411,1.335895911149321e-09,0,EAO+M1a
350,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
351,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
352,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
353,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
354,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
355,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
356,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
357,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
358,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
359,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
360,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
361,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
362,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
363,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
364,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
365,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
366,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
367,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
368,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
369,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
370,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
371,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
372,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
373,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
374,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
375,0.9999999871043238,1.289567639330538e-09,0,EAO+M1a
376,0.999999986780411,1.321958911007153e-09,0,EAO+M1a
377,0.999999986780411,1.321958911007153e-09,0,EAO+M1a
378,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
379,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
380,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
381,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
382,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
383,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
384,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
385,0.9999999863655896,1.363441061590608e-09,0,EAO+M1a
386,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
387,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
388,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
389,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
390,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
391,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
392,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
393,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
394,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
395,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
396,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
397,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
398,0.9999999866857561,1.3314244106494234e-09,0,EAO+M1a
399,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
400,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
401,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
402,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
403,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
404,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
405,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
406,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
407,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
408,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
409,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
410,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
411,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
412,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
413,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
414,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
415,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
416,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
417,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
418,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
419,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
420,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
421,0.9999999863147085,1.3685291661397034e-09,0,EAO+M1a
422,0.9999999862643936,1.3735606661983766e-09,0,EAO+M1a
423,0.9999999862643936,1.3735606661983766e-09,0,EAO+M1a
424,0.9999999862643936,1.3735606661983766e-09,0,EAO+M1a
425,0.9999999862643936,1.3735606661983766e-09,0,EAO+M1a
426,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
427,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
428,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
429,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
430,0.9999999859176305,1.4082369654589296e-09,0,EAO+M1a
